Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Mark_Sec
5014,1:45.48,,Joseph DENG,07 JUL 1998,AUS,3h2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-22,1159,2023,105.47999999999999
5014,1:45.48,,Camden MARSHALL,01 MAY 2003,USA,3sf1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2024-05-24,1159,2024,105.47999999999999
5014,1:45.48,,Daniel ROWDEN,09 SEP 1997,GBR,6,,"Stade Raymond Petit, Tomblaine (FRA)",2024-05-25,1159,2024,105.47999999999999
5055,1:45.49,,Yevgeniy ARZHANOV,22 APR 1948,URS,2,,Zürich (SUI),1973-07-06,1159,1973,105.49000000000001
5055,1:45.49,,John WALKER,12 JAN 1952,NZL,2,,Byrkjelo (NOR),1982-07-04,1159,1982,105.49000000000001
5055,1:45.49,,Harald SCHMID,29 SEP 1957,FRG,3,,Fürth (GER),1983-05-21,1159,1983,105.49000000000001
5055,1:45.49,,Peter ELLIOTT,09 OCT 1962,GBR,4qf1,,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-04,1159,1984,105.49000000000001
5055,1:45.49,,Rob DRUPPERS,29 APR 1962,NED,5,,Hengelo (NED),1987-07-19,1159,1987,105.49000000000001
5055,1:45.49,,Ocky CLARK,14 NOV 1960,USA,6,,Nice (FRA),1989-07-10,1159,1989,105.49000000000001
5055,1:45.49,,Stephen Ole MARAI,11 NOV 1962,KEN,5f1,,Zürich (SUI),1990-08-15,1159,1990,105.49000000000001
5055,1:45.49,,Rich KENAH,04 AUG 1970,USA,1f2,,Oslo (NOR),1995-07-21,1159,1995,105.49000000000001
5055,1:45.49,,Sammy Kibet LANGAT,24 JAN 1970,KEN,6f1,,Zürich (SUI),1995-08-16,1159,1995,105.49000000000001
5055,1:45.49,,Vincent MALAKWEN,19 JUL 1974,KEN,5,,Nairobi (KEN),1996-06-29,1159,1996,105.49000000000001
5055,1:45.49,,Johan BOTHA,10 JAN 1974,RSA,1,,"FBK Stadium, Hengelo (NED)",1998-06-01,1159,1998,105.49000000000001
5055,1:45.49,,Hezekiel SEPENG,30 JUN 1974,RSA,3,,Bratislava (SVK),1998-06-09,1159,1998,105.49000000000001
5055,1:45.49,,Wilson KIPKETER,12 DEC 1972,DEN,2,,"Green Dome, Maebashi (JPN) (i)",1999-03-07,1216,1999,105.49000000000001
5055,1:45.49,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,sf,,Nairobi (KEN),2000-07-21,1159,2000,105.49000000000001
5055,1:45.49,,Johan BOTHA,10 JAN 1974,RSA,6f1,,"Bislett Stadion, Oslo (NOR)",2000-07-28,1159,2000,105.49000000000001
5055,1:45.49,,Khadevis ROBINSON,19 JUL 1976,USA,1,,Leverkusen (GER),2000-08-20,1159,2000,105.49000000000001
5055,1:45.49,,Johan BOTHA,10 JAN 1974,RSA,4sf2,,"Olympic Stadium, Sydney (AUS)",2000-09-25,1159,2000,105.49000000000001
5055,1:45.49,,André BUCHER,19 OCT 1976,SUI,1h3,,"Commonwealth Stadium, Edmonton (CAN)",2001-08-04,1159,2001,105.49000000000001
5055,1:45.49,,Derrick PETERSON,28 NOV 1977,USA,2,,Beijing (CHN),2001-09-01,1159,2001,105.49000000000001
5055,1:45.49,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,2,,Nairobi (KEN),2002-05-18,1159,2002,105.49000000000001
5055,1:45.49,,Nicholas WACHIRA,19 NOV 1982,KEN,2,,"Stade de France, Paris-St-Denis (FRA)",2002-07-05,1159,2002,105.49000000000001
5055,1:45.49,,Wilfred BUNGEI,24 JUL 1980,KEN,1,,Chemnitz (GER) (i),2003-02-07,1216,2003,105.49000000000001
5055,1:45.49,,Djabir SAID-GUERNI,29 MAR 1977,ALG,1,,"AC Gianni Brera, Milano (ITA)",2003-06-03,1159,2003,105.49000000000001
5055,1:45.49,,Mouhssin CHEHIBI,28 JAN 1978,MAR,5,,Rieti (ITA),2005-08-28,1159,2005,105.49000000000001
5055,1:45.49,,Abubaker KAKI,21 JUN 1989,SUD,1,,Meknés (MAR),2007-06-30,1159,2007,105.49000000000001
5055,1:45.49,,Nick SYMMONDS,30 DEC 1983,USA,5,,Heusden-Zolder (BEL),2007-07-28,1159,2007,105.49000000000001
5055,1:45.49,,Samson NGOEPE,28 JAN 1985,RSA,2,,Germiston (RSA),2008-02-22,1159,2008,105.49000000000001
5055,1:45.49,,Alfred Kirwa YEGO,28 NOV 1986,KEN,3,,Nairobi (KEN),2008-07-05,1159,2008,105.49000000000001
5055,1:45.49,,Reuben BETT,06 NOV 1984,KEN,6,,Belém (BRA),2011-05-15,1159,2011,105.49000000000001
5055,1:45.49,,Boaz Kiplagat LALANG,08 FEB 1989,KEN,3,,"Hayward Field, Eugene, OR (USA)",2011-06-04,1159,2011,105.49000000000001
5055,1:45.49,,Abednego CHESEBE,20 JUN 1982,KEN,1h3,,Kampala (UGA),2013-07-20,1159,2013,105.49000000000001
5055,1:45.49,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,2,,"Olympiastadion, Stockholm (SWE)",2014-08-21,1159,2014,105.49000000000001
5055,1:45.49,,Mark ENGLISH,18 MAR 1993,IRL,4,,"Olympic Stadium, London (GBR)",2015-07-25,1159,2015,105.49000000000001
5055,1:45.49,,Mohammed AMAN,10 JAN 1994,ETH,4,,"Boudewijnstadion, Bruxelles (BEL)",2015-09-11,1159,2015,105.49000000000001
5055,1:45.49,,Elliot GILES,26 MAY 1994,GBR,1f1,,"Arena Stade Couvert, Liévin (FRA) (i)",2021-02-09,1216,2021,105.49000000000001
5055,1:45.49,,Marvin HEINRICH,29 JAN 1997,GER,1,,"TSV Stadion, Pfungstadt (GER)",2021-06-23,1159,2021,105.49000000000001
5055,1:45.49,,Peter BOL,22 FEB 1994,AUS,1,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2021-08-15,1159,2021,105.49000000000001
5055,1:45.49,,Aurele VANDEPUTTE,14 MAY 1995,BEL,4,,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,1159,2021,105.49000000000001
5055,1:45.49,,Cornelius TUWEI,24 MAY 1993,KEN,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-05-07,1159,2022,105.49000000000001
5055,1:45.49,,Wyclife KINYAMAL,02 JUL 1997,KEN,2sf1,,"Hayward Field, Eugene, OR (USA)",2022-07-21,1159,2022,105.49000000000001
5055,1:45.49,,Gabriel TUAL,09 APR 1998,FRA,6,,"Hayward Field, Eugene, OR (USA)",2022-07-23,1159,2022,105.49000000000001
5055,1:45.49,,Nicholas Kiplangat KEBENEI,07 JUN 1995,KEN,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-08-08,1159,2022,105.49000000000001
5055,1:45.49,,Edose IBADIN,27 FEB 1993,NGR,3f1,,"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,1159,2023,105.49000000000001
5055,1:45.49,,Neil GOURLEY,07 FEB 1995,GBR,4,,"Mestský Stadion, Ostrava (CZE)",2023-06-27,1159,2023,105.49000000000001
5055,1:45.49,,Reece SHARMAN-NEWELL,13 DEC 2002,GBR,8,,"Olympic Stadium, London (GBR)",2023-07-23,1159,2023,105.49000000000001
5055,1:45.49,,Mohamed ATTAOUI,26 SEP 2001,ESP,2f1,,"Halle Stéphane Diagana, Lyon (FRA) (i)",2024-02-09,1216,2024,105.49000000000001
5055,1:45.49,,Edmund DU PLESSIS,05 APR 2002,RSA,2,,"Bestmed Tuks Stadium, Pretoria (RSA)",2024-03-18,1159,2024,105.49000000000001
5055,1:45.49,,Guy LEARMONTH,20 APR 1992,GBR,5,,"Bislett Stadion, Oslo (NOR)",2024-05-30,1159,2024,105.49000000000001
5055,1:45.49,,Paul ANSELMINI,02 AUG 2003,FRA,2f1,,"Stade Adolphe Cheron, St-Maur (FRA)",2024-06-26,1159,2024,105.49000000000001
5055,1:45.49,,Ben PATTISON,15 DEC 2001,GBR,1,,"Manchester Regional Arena, Manchester (GBR)",2024-06-30,1159,2024,105.49000000000001
5105,1:45.50,,Steve OVETT,09 OCT 1955,GBR,5,,Zürich (SUI),1976-08-18,1158,1976,105.5
5105,1:45.50,,Mark ENYEART,09 OCT 1953,USA,5,,Helsinki (FIN),1977-06-29,1158,1977,105.5
5105,1:45.50,,Johnny GRAY,19 JUN 1960,USA,1,,Stockholm (SWE),1983-07-27,1158,1983,105.5
5105,1:45.50,,Rob HARRISON,05 JUN 1959,GBR,5,,Gateshead (GBR),1983-07-31,1158,1983,105.5
5105,1:45.50,,Anatoliy MILLIN,11 OCT 1959,URS,2f1,,Leningrad (URS),1985-08-02,1158,1985,105.5
5105,1:45.50,,James ROBINSON,27 AUG 1954,USA,1,,San José (USA),1988-05-28,1158,1988,105.5
5105,1:45.50,,Sebastian COE,29 SEP 1956,GBR,2f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",1988-06-24,1158,1988,105.5
5105,1:45.50,,Anthony MORRELL,03 MAY 1962,GBR,4,,Köln (GER),1988-08-21,1158,1988,105.5
5105,1:45.50,,Tonny BALTUS,28 DEC 1965,NED,6,,"Olympiastadion, Berlin (GER)",1989-08-18,1158,1989,105.5
5105,1:45.50,,Dieudonné KWIZERA,06 JUN 1967,BDI,4,,Bruxelles (BEL),1990-08-10,1158,1990,105.5
5105,1:45.50,,Dieudonné KWIZERA,06 JUN 1967,BDI,5,,Malmö (SWE),1991-08-05,1158,1991,105.5
5105,1:45.50,,Jörg HAAS,27 FEB 1968,GER,1,,Koblenz (GER),1992-05-20,1158,1992,105.5
5105,1:45.50,,José ARCONADA,18 JAN 1964,ESP,1,,Oviedo (ESP),1992-07-04,1158,1992,105.5
5105,1:45.50,,Joseph TENGELEI,08 DEC 1972,KEN,4,,Stockholm (SWE),1994-07-12,1158,1994,105.5
5105,1:45.50,,Wilson KIPKETER,12 DEC 1972,DEN,2sf1,,"Stade de France, Paris-St-Denis (FRA)",2003-08-29,1158,2003,105.5
5105,1:45.50,,Dmitrijs MIĻKEVIČS,06 DEC 1981,LAT,6f1,,"Stadio Olimpico, Roma (ITA)",2005-07-08,1158,2005,105.5
5105,1:45.50,,Mohammed Obaid AL SALHI,11 MAY 1986,KSA,5,,Helsinki (FIN),2005-07-25,1158,2005,105.5
5105,1:45.50,,Wilfred BUNGEI,24 JUL 1980,KEN,1,,Beograd (SRB),2007-05-29,1158,2007,105.5
5105,1:45.50,,Richard KIPLAGAT,03 MAY 1984,KEN,2,,Stockholm (SWE),2007-08-07,1158,2007,105.5
5105,1:45.50,,Dmitrijs MIĻKEVIČS,06 DEC 1981,LAT,2,,Stockholm (SWE),2007-08-07,1158,2007,105.5
5105,1:45.50,,Thomas CHAMNEY,16 APR 1984,IRL,7,,"Stade Louis II, Monaco (MON)",2009-07-28,1158,2009,105.5
5105,1:45.50,,Khadevis ROBINSON,19 JUL 1976,USA,8,,"Stade Louis II, Monaco (MON)",2009-07-28,1158,2009,105.5
5105,1:45.50,,Fabiano PECANHA,05 JUN 1982,BRA,4,,Rio de Janeiro (BRA),2010-05-23,1158,2010,105.5
5105,1:45.50,,Alfred Kirwa YEGO,28 NOV 1986,KEN,2,,Nairobi (KEN),2010-06-26,1158,2010,105.5
5105,1:45.50,,Mbulaeni MULAUDZI,08 SEP 1980,RSA,2,,"Stadio Olimpico, Roma (ITA)",2011-05-26,1158,2011,105.5
5105,1:45.50,,Job KINYOR,08 MAY 1990,KEN,2,,Reims (FRA),2011-07-05,1158,2011,105.5
5105,1:45.50,,Alfred Kirwa YEGO,28 NOV 1986,KEN,3h3,,"DS, Daegu (KOR)",2011-08-27,1158,2011,105.5
5105,1:45.50,,Marcin LEWANDOWSKI,13 JUN 1987,POL,3,,"FBK Stadium, Hengelo (NED)",2013-06-08,1158,2013,105.5
5105,1:45.50,,Evans KIPKORIR,04 APR 1994,KEN,2,,Nairobi (KEN),2014-06-07,1158,2014,105.5
5105,1:45.50,,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1f1,,Dessau (GER),2014-06-11,1158,2014,105.5
5105,1:45.50,,Jeremiah Kipkorir MUTAI,27 DEC 1992,KEN,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",2015-05-15,1158,2015,105.5
5105,1:45.50,,Ali AL DARAAN,17 APR 1990,KSA,1,,Mungyeong (KOR),2015-10-06,1158,2015,105.5
5105,1:45.50,,Willy Kiplimo TARBEI,30 MAY 1998,KEN,2,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2016-07-24,1158,2016,105.5
5105,1:45.50,,Job KINYOR,08 MAY 1990,KEN,6,,"Stade Charléty, Paris (FRA)",2017-07-01,1158,2017,105.5
5105,1:45.50,,Álvaro DE ARRIBA,02 JUN 1994,ESP,1f1,,"Moratalaz, Madrid (ESP)",2018-06-22,1158,2018,105.5
5105,1:45.50,,Marco AROP,20 SEP 1998,CAN,1f1,,"Tuscaloosa, AL (USA)",2019-04-12,1158,2019,105.5
5105,1:45.50,,Alex Ngeno KIPNGETICH,17 AUG 2000,KEN,4,,"Nyayo National Stadium, Nairobi (KEN)",2019-08-22,1158,2019,105.5
5105,1:45.50,,Elliot GILES,26 MAY 1994,GBR,1,,"Europahalle, Karlsruhe (GER) (i)",2021-01-29,1216,2021,105.5
5105,1:45.50,,Mohamed BELBACHIR,11 JAN 1994,ALG,1,,"Stade Annexe du 5 Juillet, Algiers (ALG)",2021-05-07,1158,2021,105.5
5105,1:45.50,,Isaiah HARRIS,18 OCT 1996,USA,4f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1158,2021,105.5
5105,1:45.50,,Erik SOWINSKI,21 DEC 1989,USA,3,,"Icahn Stadium, New York, NY (USA)",2022-06-12,1158,2022,105.5
5105,1:45.50,,Aurele VANDEPUTTE,14 MAY 1995,BEL,5f1,,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",2022-06-17,1158,2022,105.5
5105,1:45.50,,Peter BOL,22 FEB 1994,AUS,1h2,,"Hayward Field, Eugene, OR (USA)",2022-07-20,1158,2022,105.5
5105,1:45.50,,Paul ANSELMINI,02 AUG 2003,FRA,2f1,,"Malmö Stadion, Malmö (SWE)",2023-08-05,1158,2023,105.5
5105,1:45.50,,Javier MIRON,13 DEC 1999,ESP,4,,"Forest Stadium, Sopot (POL)",2023-08-30,1158,2023,105.5
5105,1:45.50,,Marco AROP,20 SEP 1998,CAN,1f8,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",2024-01-27,1216,2024,105.5
5105,1:45.50,,Mariano GARCÍA,25 SEP 1997,ESP,2f1,,"Arena Stade Couvert, Liévin (FRA) (i)",2024-02-10,1216,2024,105.5
5105,1:45.50,,James PRESTON,08 MAY 1997,NZL,2,,"SA Athletic Stadium, Adelaide (AUS)",2024-02-10,1158,2024,105.5
5105,1:45.50,,Reece SHARMAN-NEWELL,13 DEC 2002,GBR,4f2,,"Drake Stadium, Los Angeles, CA (USA)",2024-05-17,1158,2024,105.5
5105,1:45.50,,Tobias GRØNSTAD,06 JUL 2002,NOR,4f2,,"Bungertstadion, Rehlingen (GER)",2024-05-19,1158,2024,105.5
5105,1:45.50,,Josh HOEY,01 NOV 1999,USA,2,,"Munster Technological University Track, Cork (IRL)",2024-07-09,1158,2024,105.5
5156,1:45.51,,James MAINA BOI,04 APR 1954,KEN,3,,München (GER),1983-07-26,1158,1983,105.50999999999999
5156,1:45.51,,Sebastian COE,29 SEP 1956,GBR,1sf2,,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-05,1158,1984,105.50999999999999
5156,1:45.51,,George KERSH,03 JUL 1968,USA,2,,Edinburgh (GBR),1990-07-06,1158,1990,105.50999999999999
5156,1:45.51,,Nixon KIPROTICH,04 DEC 1962,KEN,1,,Bruxelles (BEL),1993-09-03,1158,1993,105.50999999999999
5156,1:45.51,,Kipkemboi LAGAT,25 MAR 1968,KEN,1,,Alcalá de Henáres (ESP),1994-07-02,1158,1994,105.50999999999999
5156,1:45.51,,Robert KIBET,15 DEC 1965,KEN,2,,Sevilla (ESP),1996-06-06,1158,1996,105.50999999999999
5156,1:45.51,,Lukáš VYDRA,23 AUG 1973,CZE,4,,Sopot (POL),1997-06-14,1158,1997,105.50999999999999
5156,1:45.51,,Robert CHIRCHIR,26 NOV 1972,KEN,2,,"FBK Stadium, Hengelo (NED)",1998-06-01,1158,1998,105.50999999999999
5156,1:45.51,,Assane DIALLO,10 FEB 1975,SEN,2,,Pretoria (RSA),1999-04-10,1158,1999,105.50999999999999
5156,1:45.51,,Seneca LASSITER,12 MAR 1977,USA,4,,Caorle (ITA),1999-07-10,1158,1999,105.50999999999999
5156,1:45.51,,Curtis ROBB,07 JUN 1972,GBR,1,,Riga (LAT),1999-07-11,1158,1999,105.50999999999999
5156,1:45.51,,Bryan WOODWARD,03 MAR 1974,USA,4,,Thessaloniki (GRE),2000-08-30,1158,2000,105.50999999999999
5156,1:45.51,,Osmar BARBOSA DOS SANTOS,20 OCT 1968,BRA,1,,Cottbus (GER),2003-06-04,1158,2003,105.50999999999999
5156,1:45.51,,Jean-Patrick NDUWIMANA,09 MAR 1978,BDI,9,,Ostrava (CZE),2003-06-12,1158,2003,105.50999999999999
5156,1:45.51,,David KRUMMENACKER,24 MAY 1975,USA,8,,Oslo (NOR),2003-06-27,1158,2003,105.50999999999999
5156,1:45.51,,Abdulrahman SULEIMAN,10 JAN 1984,QAT,6,,Helsinki (FIN),2006-07-26,1158,2006,105.50999999999999
5156,1:45.51,,David RUDISHA,17 DEC 1988,KEN,1,,"Letzigrund, Zürich (SUI)",2007-09-07,1158,2007,105.50999999999999
5156,1:45.51,,David RUDISHA,17 DEC 1988,KEN,1sf1,,Nairobi (KEN),2010-06-25,1158,2010,105.50999999999999
5156,1:45.51,,Abubaker KAKI,21 JUN 1989,SUD,1h3,,"Olympic Stadium, London (GBR)",2012-08-06,1158,2012,105.50999999999999
5156,1:45.51,,Michael RIMMER,03 FEB 1986,GBR,4,,"FBK Stadium, Hengelo (NED)",2013-06-08,1158,2013,105.50999999999999
5156,1:45.51,,Samir DAHMANI,03 APR 1991,FRA,7,,"Stade Louis II, Monaco (MON)",2016-07-15,1158,2016,105.50999999999999
5156,1:45.51,,Duane SOLOMON,28 DEC 1984,USA,1,,Edmonton (CAN),2016-07-15,1158,2016,105.50999999999999
5156,1:45.51,,Jesus Tonatiu LOPEZ,02 AUG 1997,MEX,1,,Culiacán (MEX),2017-03-26,1158,2017,105.50999999999999
5156,1:45.51,,Erik SOWINSKI,21 DEC 1989,USA,5,,Rovereto (ITA),2017-08-29,1158,2017,105.50999999999999
5156,1:45.51,,Nijel AMOS,15 MAR 1994,BOT,2,,"Hayward Field, Eugene, OR (USA)",2018-05-25,1158,2018,105.50999999999999
5156,1:45.51,,Luke MATHEWS,21 JUN 1995,AUS,1f1,,Perth (AUS),2019-03-16,1158,2019,105.50999999999999
5156,1:45.51,,Elliot GILES,26 MAY 1994,GBR,6,,"Mestský Stadion, Ostrava (CZE)",2020-09-08,1158,2020,105.50999999999999
5156,1:45.51,,Edwin Kiplagat MELLY,23 APR 1994,KEN,4,,"Nyayo National Stadium, Nairobi (KEN)",2021-05-29,1158,2021,105.50999999999999
5156,1:45.51,,Mark ENGLISH,18 MAR 1993,IRL,3,,"Stadion Manfort, Leverkusen (GER)",2021-06-27,1158,2021,105.50999999999999
5156,1:45.51,,Brandon MCBRIDE,15 JUN 1994,CAN,4,,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1158,2021,105.50999999999999
5156,1:45.51,,Tshepo TSHITE,15 JAN 1997,RSA,3,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-05-07,1158,2022,105.50999999999999
5156,1:45.51,,Peter BOL,22 FEB 1994,AUS,7,,"Hayward Field, Eugene, OR (USA)",2022-07-23,1158,2022,105.50999999999999
5156,1:45.51,,Paul ANSELMINI,02 AUG 2003,FRA,2,,"Ratinan Stadion, Tampere (FIN)",2023-08-08,1158,2023,105.50999999999999
5156,1:45.51,,Jesus Tonatiu LOPEZ,02 AUG 1997,MEX,1f3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",2024-04-20,1158,2024,105.50999999999999
5156,1:45.51,,Heithem CHENITEF,30 JAN 2004,ALG,4,,"Golęcin Stadion, Poznan (POL)",2024-06-23,1158,2024,105.50999999999999
5191,1:45.52,,Mark ENYEART,09 OCT 1953,USA,4,,"Rheinstadion, Düsseldorf (GER)",1977-09-02,1158,1977,105.52000000000001
5191,1:45.52,,James ROBINSON,27 AUG 1954,USA,1,,"Berkeley, CA (USA)",1979-06-09,1158,1979,105.52000000000001
5191,1:45.52,,Harald SCHMID,29 SEP 1957,FRG,2,,Nice (FRA),1982-08-14,1158,1982,105.52000000000001
5191,1:45.52,,Hans-Peter FERNER,06 JUN 1956,FRG,2qf4,,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-04,1158,1984,105.52000000000001
5191,1:45.52,,Dieudonné KWIZERA,06 JUN 1967,BDI,2f1,,Budapest (HUN),1990-08-05,1158,1990,105.52000000000001
5191,1:45.52,,Ocky CLARK,14 NOV 1960,USA,3,,Rieti (ITA),1991-09-06,1158,1991,105.52000000000001
5191,1:45.52,,Wilson KIPKETER,12 DEC 1972,KEN,1,,Nice (FRA),1994-07-18,1158,1994,105.52000000000001
5191,1:45.52,,Hezekiel SEPENG,30 JUN 1974,RSA,1,,Pretoria (RSA),1996-03-11,1158,1996,105.52000000000001
5191,1:45.52,,Rob VAN HELDEN,06 FEB 1965,NED,1,,Stellenbosch (RSA),1996-03-20,1158,1996,105.52000000000001
5191,1:45.52,,Johan BOTHA,10 JAN 1974,RSA,3,,Rhede (GER),1996-05-24,1158,1996,105.52000000000001
5191,1:45.52,,Arthémon HATUNGIMANA,21 JAN 1974,BDI,1,,Paris (FRA),1996-06-28,1158,1996,105.52000000000001
5191,1:45.52,,Benyounés LAHLOU,03 NOV 1964,MAR,8,,"Olympic Stadium, Atlanta, GA (USA)",1996-07-31,1158,1996,105.52000000000001
5191,1:45.52,,Benson KOECH,10 NOV 1974,KEN,2,,Stuttgart (GER),1997-07-13,1158,1997,105.52000000000001
5191,1:45.52,,Robert CHIRCHIR,26 NOV 1972,KEN,1,,Leverkusen (GER),1997-08-20,1158,1997,105.52000000000001
5191,1:45.52,,Shaun FARRELL,05 MAR 1975,NZL,1,,Melbourne (AUS),1998-02-25,1158,1998,105.52000000000001
5191,1:45.52,,Andrea GIOCONDI,17 JAN 1969,ITA,5,,Rieti (ITA),1998-08-30,1158,1998,105.52000000000001
5191,1:45.52,,Nico MOTCHEBON,13 NOV 1969,GER,2,,Nürnberg (GER),1999-06-13,1158,1999,105.52000000000001
5191,1:45.52,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,4,,Nairobi (KEN),2001-06-22,1158,2001,105.52000000000001
5191,1:45.52,,Mbulaeni MULAUDZI,08 SEP 1980,RSA,1,,Pretoria (RSA),2002-04-12,1158,2002,105.52000000000001
5191,1:45.52,,Werner BOTHA,31 JAN 1978,RSA,3,,"FBK Stadium, Hengelo (NED)",2002-06-02,1158,2002,105.52000000000001
5191,1:45.52,,Djabir SAID-GUERNI,29 MAR 1977,ALG,1,,Radés (TUN),2002-08-10,1158,2002,105.52000000000001
5191,1:45.52,,James MCILROY,30 DEC 1976,GBR,2,,Rovereto (ITA),2002-08-28,1158,2002,105.52000000000001
5191,1:45.52,,Mehdi BAALA,17 AUG 1978,FRA,1,,Erfurt (GER),2004-06-13,1158,2004,105.52000000000001
5191,1:45.52,,Bram SOM,20 FEB 1980,NED,9sf2,,"Olympic Stadium, Athina (GRE)",2004-08-26,1158,2004,105.52000000000001
5191,1:45.52,,Samwel MWERA,03 JUN 1985,TAN,2,,"Mangueirão, Belém (BRA)",2005-05-22,1158,2005,105.52000000000001
5191,1:45.52,,Gary REED,25 OCT 1981,CAN,1,,"Crystal Palace, London (GBR)",2005-07-22,1158,2005,105.52000000000001
5191,1:45.52,,Marcin LEWANDOWSKI,13 JUN 1987,POL,3,,"FBK Stadium, Hengelo (NED)",2007-05-26,1158,2007,105.52000000000001
5191,1:45.52,,Mouhssin CHEHIBI,28 JAN 1978,MAR,9,,"Olympic Stadium, Athina (GRE)",2007-07-02,1158,2007,105.52000000000001
5191,1:45.52,,Alfred Kirwa YEGO,28 NOV 1986,KEN,1h4,,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-30,1158,2007,105.52000000000001
5191,1:45.52,,Arturo CASADO,26 JAN 1983,ESP,2f2,,Madrid (ESP),2009-07-04,1158,2009,105.52000000000001
5191,1:45.52,,Fred SAMOEI,12 JAN 1986,KEN,2,,"Walnut, CA (USA)",2011-04-16,1158,2011,105.52000000000001
5191,1:45.52,,Leonel MANZANO,12 SEP 1984,USA,5f1,,Barcelona (ESP),2011-07-22,1158,2011,105.52000000000001
5191,1:45.52,,Abraham Kipchirchir ROTICH,26 SEP 1993,KEN,3f1,,"Mestský Stadion, Ostrava (CZE)",2012-05-25,1158,2012,105.52000000000001
5191,1:45.52,,Abdulaziz Ladan MOHAMMED,07 JAN 1991,KSA,6,,Rabat (MAR),2012-05-27,1158,2012,105.52000000000001
5191,1:45.52,,Anthony CHEMUT,17 DEC 1992,KEN,8,,"Letzigrund, Zürich (SUI)",2012-08-30,1158,2012,105.52000000000001
5191,1:45.52,,Jonathan KITILIT,06 JUL 1995,KEN,6,,Eldoret (KEN),2016-07-01,1158,2016,105.52000000000001
5191,1:45.52,,Drew WINDLE,22 JUL 1992,USA,3h1,,"Arena Birmingham, Birmingham (GBR) (i)",2018-03-02,1215,2018,105.52000000000001
5191,1:45.52,,Wyclife KINYAMAL,02 JUL 1997,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",2020-10-03,1158,2020,105.52000000000001
5191,1:45.52,,Nasredine KHATIR,30 JAN 1995,FRA,5,,"Parc des Sports C. Ehrmann, Nice (FRA)",2021-06-12,1158,2021,105.52000000000001
5191,1:45.52,,Robert Kimutai KORIR,15 MAR 1993,KEN,3,,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",2022-04-22,1158,2022,105.52000000000001
5191,1:45.52,,Ramzi ABDENOUZ,23 MAY 1993,ALG,3f1,,Montgeron (FRA),2022-05-15,1158,2022,105.52000000000001
5191,1:45.52,,Catalin TECUCEANU,09 SEP 1999,ITA,2f2,,"Stadio Zecchini, Grosseto (ITA)",2022-05-22,1158,2022,105.52000000000001
5191,1:45.52,,Hugo HOUYEZ,16 DEC 1995,FRA,3f1,,"Stade Raymond Troussier, Decines (FRA)",2022-06-11,1158,2022,105.52000000000001
5191,1:45.52,,Yanis MEZIANE,26 JAN 2002,FRA,6f1,,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",2022-06-17,1158,2022,105.52000000000001
5191,1:45.52,,Ryan CLARKE,17 NOV 1997,NED,3,,"Stade Louis II, Monaco (MON)",2023-07-21,1158,2023,105.52000000000001
5191,1:45.52,,Max BURGIN,20 MAY 2002,GBR,1h2,,"Manchester Regional Arena, Manchester (GBR)",2024-06-29,1158,2024,105.52000000000001
5237,1:45.53,,Dieter FROMM,21 APR 1948,GDR,1,,Colombes (FRA),1972-07-05,1157,1972,105.53
5237,1:45.53,,Jozef PLACHÝ,28 FEB 1949,TCH,5,,"Rheinstadion, Düsseldorf (GER)",1977-09-02,1157,1977,105.53
5237,1:45.53,,James ROBINSON,27 AUG 1954,USA,1,,"Sacramento, CA (USA)",1981-06-21,1157,1981,105.53
5237,1:45.53,,José Luis BARBOSA,27 MAY 1961,BRA,1,,Les Abymes (FRA),1983-05-15,1157,1983,105.53
